"signature"	"gene"	"PageRank"	"PPI_cat"	"EigenCentrality"	"p.PageRank"	"rank_by_p.PR"	"rank_by_PR"	"annd"	"p.annd"	"strength"	"rank_by_strength"	"normalized.strength"	"rank_by_normalized.strength"	"rank_by_ANND"	"rank_by_p.ANND"
"HiG_13"	"Gnai2"	0.00562416341468778	"HiG"	0.000881963377401044	0.939	71	40	2.90209349437184	0	0.0976319715739071	63	0.000292311292137446	63	132	81
"HiG_13"	"Gnl3"	0.00376252933039816	"HiG"	0.0232404827645114	0.948	128	90	13.8481615920021	0	0.0888509285806341	71	0.000266020744253395	71	50	81
"HiG_13"	"Gpc3"	0.00495623437116917	"HiG"	2.57737070473127e-16	0.934	19.5	68	3	0	0.0683123524916312	86	0.00020452800147195	86	126.5	81
"HiG_13"	"Gpi1"	0.00784781542336123	"HiG"	0.00599332759713649	0.942	98.5	26	2.65899561262981	0	0.257180100151761	24	0.000770000299855572	24	136	81
"HiG_13"	"Gsto1"	0.00190292388197887	"HiG"	0.00243458609190937	0.935	34	126	32	0	0.026724288864333	124	8.00128409111766e-05	124	10	81
"HiG_13"	"Gtpbp4"	0.00431334775453374	"HiG"	0.0275038699074718	0.949	132.5	80	14.1760645752601	0	0.104445499129047	59	0.000312711075236666	59	45	81
"HiG_13"	"H3f3b"	0.000872077898940309	"HiG"	0.000250013396530483	0.938	63	159	4	0	0.00189338215271258	158	5.66880884045681e-06	158	111	81
"HiG_13"	"Hdac1"	0.00863300557560883	"HiG"	0.00601605419240779	0.94	80	23	1.40157186660449	0	0.116092737170666	54	0.000347583045421155	54	149	81
"HiG_13"	"Hells"	0.00534473543559576	"HiG"	1.32939497459554e-16	0.933	8.5	46	1	0	0.0378838463790717	114.5	0.0001134246897577	114	156.5	81
"HiG_13"	"Hhex"	0.00525567228589394	"HiG"	2.55478557139429e-16	0.934	19.5	59	3	0	0.0641662687566431	92	0.000192114577115698	92	122	81
"HiG_13"	"Hmgb1"	0.00293264899890016	"HiG"	0.0455985643620204	0.947	120.5	102	3.81196009609983	0	0.103119135406545	60	0.000308739926366902	60	115	81
"HiG_13"	"Hmgb2"	0.00530386876850315	"HiG"	0.178985031135718	0.953	147	57	8.69451852766943	0	0.214189750127292	30	0.00064128667702782	30	79	81
"HiG_13"	"Hnrnpk"	0.0439758793550313	"HiG"	0.320411300840807	0.947	120.5	2	4.14291329640443	0	1.33707090855019	1	0.00400320631302451	1	107	81
"HiG_13"	"Hoxa9"	0.00233844282011402	"HiG"	7.98420051288796e-17	0.933	8.5	111	3	0	0.0199102596262925	131	5.96115557673428e-05	131	126.5	81
"HiG_13"	"Hprt"	0.0013818513390926	"HiG"	0.000347798926359195	0.937	53	139	3	0	0.00915823840315432	146	2.74198754585459e-05	146	126.5	81
"HiG_13"	"Hsp90aa1"	0.00757054396372185	"HiG"	0.338184819966492	0.954	152	28	10.158394188869	0	0.320832816155023	19	0.000960577293877315	19	68	81
"HiG_13"	"Hsp90ab1"	0.00899698524689032	"HiG"	0.329985450333042	0.956	158.5	20	8.97135515148371	0	0.366295245573038	17	0.00109669235201508	17	78	81
"HiG_13"	"Hsp90b1"	0.0107547693164482	"HiG"	0.580824825365782	0.949	132.5	13	7.56779947203736	0	0.557783866173123	7	0.00167001157536863	7	90	81
"HiG_13"	"Hspa5"	0.020948377376492	"HiG"	1	0.954	152	5	7.89995704729807	0	1.05079701125241	3	0.00314609883608506	3	88	81
"HiG_13"	"Hspa8"	0.0277330974966229	"HiG"	0.841514817110828	0.953	147	3	6.39350472025935	0	1.21658207600668	2	0.00364246130540923	2	94	81
"HiG_13"	"Hspd1"	0.00732143272279191	"HiG"	0.154817175104985	0.954	152	29	18.9252174771727	0	0.254802902745618	25	0.000762882942352151	25	35	81
"HiG_13"	"Hspe1"	0.0051331141408778	"HiG"	0.0437121900116202	0.946	113.5	64	12.7088636537403	0	0.135133578569544	48	0.000404591552603424	48	53	81
"HiG_13"	"Id1"	0.0129081289663509	"HiG"	0.371275895910605	0.957	161	8	8.03610471804727	0	0.517027175908217	11	0.00154798555661143	11	86	81
"HiG_13"	"Idh3a"	0.0028767265045143	"HiG"	0.00132962557403296	0.941	90	104	6.16436191059887	0	0.0566330228706646	100	0.000169559948714565	100	96	81
"HiG_13"	"Ifitm2"	0.00309765074883807	"HiG"	1.43795598245885e-16	0.935	34	98	3	0	0.0377518796582149	116	0.000113029579815015	116	126.5	81
"HiG_13"	"Ifrd1"	0.000845876855030055	"HiG"	8.03126357381168e-06	0.94	80	160	4	0	0.00069874301375997	161	2.09204495137716e-06	161	111	81
"HiG_13"	"Ilf2"	0.00488427714192105	"HiG"	0.0997708307908479	0.954	152	70	13.5695961230598	0	0.169906210839685	41	0.000508701230058939	41	52	81
"HiG_13"	"Imp3"	0.00172621752108374	"HiG"	0.0020508451654891	0.942	98.5	131	5.83934664690185	0	0.0270522019810821	123	8.09946167098267e-05	123	98	81
"HiG_13"	"Impdh2"	0.00215508406643315	"HiG"	0.0672751472631335	0.946	113.5	117	12	0	0.0627405979326455	94	0.000187846101594747	94	57	81
"HiG_13"	"Isyna1"	0.00248158714021913	"HiG"	0.0037139069821471	0.938	63	110	32	0	0.0407673087988121	110	0.000122057810774886	110	10	81
"HiG_13"	"Jun"	0.00720864786160268	"HiG"	2.99156404125831e-16	0.936	44.5	30	1.7492011499853	0	0.0793873641172012	80	0.000237686718913776	80	148	81
"HiG_13"	"Krt18"	0.00524004774131599	"HiG"	0.00119006323672808	0.935	34	61	2	0	0.188325623333337	36	0.000563849171656697	36	142.5	81
"HiG_13"	"Krt8"	0.0053451337587347	"HiG"	0.00330754654969332	0.935	34	43	1.11558206209548	0	0.192782052772219	35	0.000577191774767124	35	151	81
"HiG_13"	"Laptm4b"	0.00165886838045067	"HiG"	0.00189502306101647	0.935	34	134	32	0	0.020801541525056	127	6.22800644462754e-05	127	10	81
"HiG_13"	"Ldha"	0.0020245699884875	"HiG"	0.0408751338769293	0.945	109	122	8	0	0.0576245799643064	98	0.000172528682527863	98	87	81
"HiG_13"	"Lgals1"	0.0043940243626787	"HiG"	0.0141984678055946	0.943	104	79	9.02107054477344	0	0.090044099607953	69	0.000269593112598662	69	73	81
"HiG_13"	"Limd2"	0.00184729769423083	"HiG"	0.00231160654721394	0.935	34	128	32	0	0.0253743506190737	125	7.59711096379453e-05	125	10	81
"HiG_13"	"Lmo2"	0.00598966451590473	"HiG"	0.00105710607985702	0.938	63	37	2.97288033282676	0	0.123773215932196	53	0.000370578490814958	53	131	81
"HiG_13"	"Lrrc59"	0.00117598232709835	"HiG"	0.000225144774706528	0.937	53	147	4	0	0.00805849638666936	150	2.41272346906268e-05	150	111	81
"HiG_13"	"Lyar"	0.00116750415578922	"HiG"	0.00800976649392812	0.94	80	148	30	0	0.0130845071745443	136	3.91751711812703e-05	136	23.5	81
"HiG_13"	"Mapk3"	0.00525203026977986	"HiG"	0.000745070234012775	0.941	90	60	2.83080859557909	0	0.0969703486314715	65	0.000290330385124166	65	134	81
"HiG_13"	"Mcm7"	0.00534473543559168	"HiG"	1.36646012872788e-16	0.933	8.5	51	1	0	0.0378838463790717	114.5	0.0001134246897577	115	156.5	81
"HiG_13"	"Mmp2"	0.00534473543559576	"HiG"	1.21415360957726e-17	0.934	19.5	46	1	0	0.00336049503270451	155.5	1.00613623733668e-05	155	156.5	81
"HiG_13"	"Mrto4"	0.00110348973083384	"HiG"	0.00620729816686836	0.939	71	150	28.0507844841705	0	0.0107315809790071	141	3.2130481973075e-05	141	29	81
"HiG_13"	"Msn"	0.00647190907613881	"HiG"	0.0824595147094386	0.939	71	35	9.15652087136879	0	0.223356000788442	28	0.000668730541282761	28	72	81
"HiG_13"	"Mtap"	0.00530765076153172	"HiG"	0.0198774940312538	0.938	63	56	2.88424401353634	0	0.071219616762276	83	0.000213232385515796	83	133	81
"HiG_13"	"Myc"	0.00427328091190376	"HiG"	0.0691146861973163	0.948	128	82	16.236447657155	0	0.0977340756737913	62	0.000292616993035303	62	38	81
"HiG_13"	"Ncl"	0.0125756731639474	"HiG"	0.485236104228174	0.955	155.5	9	10.0257351126662	0	0.541410573965616	8	0.00162098974241202	8	69	81
"HiG_13"	"Ndufa8"	0.00712689773437185	"HiG"	0.00263663659118488	0.937	53	31	4.80472892488482	0	0.159983738249076	43	0.000478993228290646	43	102	81
"HiG_13"	"Nop58"	0.00391323524808517	"HiG"	0.0667119497769658	0.951	141	89	29.8093342612512	0	0.109711185087247	58	0.000328476602057626	58	28	81
"HiG_13"	"Npm1"	0.0226762760359164	"HiG"	0.561243524414292	0.948	128	4	6.36406912224287	0	0.893555567185366	5	0.00267531606941726	5	95	81
"HiG_13"	"Nsun2"	0.00527988002839029	"HiG"	0.0485583480507137	0.948	128	58	8.44817598497069	0	0.134611865351138	49	0.000403029536979455	49	82	81
"HiG_13"	"Nudt9"	0.00132871509085728	"HiG"	0.0011651132311752	0.934	19.5	140	32	0	0.0127893700917197	137	3.82915272207176e-05	137	10	81
"HiG_13"	"Oat"	0.00114954060224407	"HiG"	0.000768990506919958	0.932	3.5	149	32	0	0.00844115741445869	149	2.52729263905949e-05	149	10	81
"HiG_13"	"Pa2g4"	0.00156570070550402	"HiG"	0.000602050520755787	0.94	80	136	11	0	0.0160383766123361	134	4.80190916537009e-05	134	63.5	81
"HiG_13"	"Pabpc1"	0.0141411973629993	"HiG"	0.470662046416468	0.956	158.5	7	11.3612423588602	0	0.578168631651538	6	0.00173104380733993	6	60	81
"HiG_13"	"Paics"	0.00201926660622283	"HiG"	0.101025169173537	0.953	147	123	16	0	0.0628366695276551	93	0.000188133741100764	93	40	81
"HiG_13"	"Pdia3"	0.0109903767840588	"HiG"	0.538900158544516	0.951	141	12	7.59648274604722	0	0.525972960756831	9	0.00157476934358333	9	89	81
"HiG_13"	"Pdia4"	0.0104895930659891	"HiG"	0.515671470612284	0.948	128	14	7.18324827087174	0	0.522304231966906	10	0.00156378512564942	10	92	81
"HiG_13"	"Pdia6"	0.00815674776708542	"HiG"	0.522681689229118	0.95	136	24	8.57123742246246	0	0.43121219221944	15	0.00129105446772287	15	81	81
"HiG_13"	"Pea15a"	0.00406642968364886	"HiG"	0.00557121243071222	0.94	80	87	25.8452902751703	0	0.0773050161525419	82	0.000231452144169287	82	31	81
"HiG_13"	"Peg3"	0.00102523317378666	"HiG"	0.000176143646647882	0.939	71	154	11	0	0.00469239381981189	153	1.404908329285e-05	153	63.5	81
"HiG_13"	"Pfn1"	0.00267586674989064	"HiG"	0.155505722631535	0.954	152	109	16	0	0.0967230422140832	66	0.000289589946748752	66	40	81
"HiG_13"	"Pgam1"	0.00269001443632761	"HiG"	0.00417406802853165	0.938	63	108	27.6397779898787	0	0.0489199804838104	105	0.000146467007436558	105	30	81
"HiG_13"	"Pgk1"	0.00653271834800522	"HiG"	0.0282696953448863	0.941	90	32	3.28609667260808	0	0.226945482011061	27	0.000679477491051082	27	120	81
"HiG_13"	"Ppid"	0.00757378608002022	"HiG"	0.222433879630446	0.948	128	27	14.0491736363276	0	0.268875022861805	23	0.000805015038508399	23	47	81
"HiG_13"	"Ppp1r2"	0.00449702563281068	"HiG"	0.0632560799436408	0.939	71	76	8.24341967155083	0	0.152919245129758	45	0.000457842051286701	45	84	81
"HiG_13"	"Prdx1"	0.001048022040549	"HiG"	0.00539347355114119	0.939	71	153	30	0	0.00881061182359295	148	2.63790773161466e-05	148	20.5	81
"HiG_13"	"Prdx3"	0.00311093204924165	"HiG"	0.000194722642840151	0.937	53	97	4	0	0.0498845563844766	103	0.00014935495923496	103	111	81
"HiG_13"	"Prkar2b"	0.00144247597319791	"HiG"	2.20505609861699e-05	0.937	53	138	3	0	0.0130862264212122	135	3.91803186263838e-05	135	126.5	81
"HiG_13"	"Ptma"	0.00891955833456581	"HiG"	0.0252063714720511	0.938	63	21	5.78181138427302	0	0.299320408584642	21	0.000896168887977969	21	99	81
"HiG_13"	"Ranbp1"	0.0090719695477053	"HiG"	0.0159275577964819	0.938	63	18	9.44697478395467	0	0.279593849392632	22	0.000837107333510876	22	71	81
"HiG_13"	"Rap1b"	0.00096234146274615	"HiG"	0.0181106457781038	0.94	80	157	14	0	0.00947936565105691	145	2.83813342846015e-05	145	49	81
"HiG_13"	"Rbm38"	0.00217363522217052	"HiG"	0.0593394608663337	0.948	128	116	14	0	0.0659902474392702	88	0.00019757559113554	88	48	81
"HiG_13"	"Rbpms"	0.00169838752194838	"HiG"	0.01963448875075	0.945	109	132	30	0	0.0320742944407241	121	9.60308216788148e-05	121	23.5	81
"HiG_13"	"Rras2"	0.00420140023948285	"HiG"	0.00751610591885423	0.936	44.5	85	32	0	0.0825037924836139	79	0.000247017342765311	79	10	81
"HiG_13"	"Rrbp1"	0.00299791312696535	"HiG"	0.0244033837596909	0.946	113.5	99	24.6362342276357	0	0.0488964806110775	106	0.00014639664853616	106	32	81
"HiG_13"	"Rrs1"	0.00168015678115465	"HiG"	0.0192352912776845	0.944	106.5	133	30	0	0.0314221777773552	122	9.40783765789077e-05	122	23.5	81
"HiG_13"	"Rsl1d1"	0.00651927441448639	"HiG"	0.0704967639482591	0.951	141	33	12.5103835754396	0	0.212904834572422	31	0.000637439624468328	31	54	81
"HiG_13"	"Ruvbl2"	0.00189682852530986	"HiG"	0.00484486654660512	0.941	90	127	4	0	0.0337409432325544	120	0.00010102078812142	120	111	81
"HiG_13"	"S100a10"	0.00498653471108288	"HiG"	0.00292267347783695	0.943	104	67	4.71251173763931	0	0.0965708097710031	67	0.000289134160991027	67	103	81
"HiG_13"	"Sdf2l1"	0.00863856070604711	"HiG"	0.482510683619646	0.953	147	22	7.33780863512102	0	0.435431257562644	14	0.00130368639988816	14	91	81
"HiG_13"	"Serpinh1"	0.00534473543559168	"HiG"	1.17969692106431e-17	0.934	19.5	51	1	0	0.00336049503270451	155.5	1.00613623733668e-05	156	156.5	81
"HiG_13"	"Set"	0.0163246866272531	"HiG"	0.0635404084994499	0.934	19.5	6	2.79099564224198	0	0.509454131372298	12	0.00152531177057574	12	135	81
"HiG_13"	"Sh3glb1"	0.00224856624479596	"HiG"	0.00319873949029126	0.935	34	114	32	0	0.0351123496615602	119	0.000105126795393893	119	10	81
"HiG_13"	"Slc25a4"	0.00907013613906763	"HiG"	0.0204747540599411	0.942	98.5	19	4.64497658129052	0	0.216561901218562	29	0.000648388925804078	29	104	81
"HiG_13"	"Slc25a5"	0.00408596534215808	"HiG"	0.00483697204389442	0.95	136	86	8.08113066044515	0	0.085282719402292	75	0.000255337483240395	75	85	81
"HiG_13"	"Sox17"	0.00616429844356164	"HiG"	2.57301776421661e-16	0.933	8.5	36	1.79121755556625	0	0.0651515494420874	90	0.000195064519287687	90	147	81
"HiG_13"	"Ssb"	0.011463773673188	"HiG"	0.248026733622285	0.952	144	10	15.108383741678	0	0.417463803995402	16	0.00124989162872875	16	42	81
"HiG_13"	"Sssca1"	0.00126807786535523	"HiG"	0.000367513557715463	0.941	90	144	11	0	0.00979040901979568	143	2.93126018556757e-05	143	63.5	81
"HiG_13"	"Swap70"	0.00287545379559456	"HiG"	0.00651858399587802	0.94	80	105	20.0896101211726	0	0.0610419034985018	95	0.000182760190115275	95	33	81
"HiG_13"	"Tal1"	0.00495201334523162	"HiG"	0.000754692982069202	0.941	90	69	4	0	0.0656604585203856	89	0.000196588199162831	89	111	81
"HiG_13"	"Timm8a1"	0.00110115704896238	"HiG"	0.000235974253388492	0.94	80	151	11	0	0.00628625641234959	152	1.88211269830826e-05	152	63.5	81
"HiG_13"	"Tkt"	0.00231617500727261	"HiG"	0.00334821036297553	0.936	44.5	112	32	0	0.0367530814441383	117	0.000110039166000414	117	10	81
"HiG_13"	"Tmem59"	0.0013104680426743	"HiG"	0.00112477227364379	0.934	19.5	141	32	0	0.0123465500962733	138	3.69657188511176e-05	138	10	81
"HiG_13"	"Tnfaip1"	0.00440120735329722	"HiG"	0.00795784368443862	0.935	34	78	32	0	0.0873527184217819	74	0.000261535085095155	74	10	81
"HiG_13"	"Top1"	0.00531667401796499	"HiG"	0.0146235628482964	0.934	19.5	55	16.8029389118934	0	0.0973028638651857	64	0.000291325939716125	64	36	81
"HiG_13"	"Tpi1"	0.00595322790553396	"HiG"	0.00629954198539192	0.941	90	38	3.45691210288703	0	0.203891656191923	32	0.000610454060454859	32	119	81
"HiG_13"	"Trp53"	0.00207962682525479	"HiG"	0.0635242270105023	0.947	120.5	119	12	0	0.0592425011016228	97	0.00017737275778929	97	57	81
"HiG_13"	"Tuba1a"	0.00797459050242016	"HiG"	0.16074324807951	0.951	141	25	8.27946251786141	0	0.310851326190526	20	0.00093069259338481	20	83	81
"HiG_13"	"Tuba1c"	0.00206759949503781	"HiG"	0.0277191018967777	0.947	120.5	120	30	0	0.0452810687946088	107	0.000135572062259308	107	26.5	81
"HiG_13"	"Tubb4b"	0.00424115955540987	"HiG"	0.0478427912032503	0.956	158.5	84	10.6968127312312	0	0.136866573346556	46	0.000409780159720228	46	66	81
"HiG_13"	"Txndc5"	0.00127302370313875	"HiG"	0.000421651954896946	0.937	53	143	2	0	0.00904376789968179	147	2.70771494002449e-05	147	142.5	81
"HiG_13"	"Ubc"	0.00988437454150648	"HiG"	0.0196479782380935	0.942	98.5	16	3.64539210297193	0	0.176376463615455	39	0.00052807324435765	39	117	81
"HiG_13"	"Vasp"	0.00165408440027746	"HiG"	0.00188444653712815	0.935	34	135	32	0	0.020685443729003	128	6.19324662545001e-05	128	10	81
"HiG_13"	"Vim"	0.00475359618858847	"HiG"	0.0188939073533111	0.945	109	72	3.24131286690113	0	0.130714721715636	50	0.000391361442262384	50	121	81
"HiG_13"	"Wdr12"	0.00504825332563234	"HiG"	0.0409795560105322	0.947	120.5	66	10.6578083748145	0	0.156802636564398	44	0.000469468971749694	44	67	81
"HiG_14"	"Anp32a"	0.00406038778076861	"HiG"	0.012011701339953	0.92	23.5	77	5.99020673907833	0	0.0878799625895087	63	0.000282572226975912	63	74	67
"HiG_14"	"Apoe"	0.00278694806634671	"HiG"	0.0148907288149263	0.918	9	102	8	0	0.0725923013341008	71	0.000233415759916723	71	54	67
"HiG_14"	"Atp5b"	0.00280307429195755	"HiG"	0.013860049618868	0.922	42	100	7.90408556883123	0	0.0724849423883124	72	0.000233070554303255	72	56	67
"HiG_14"	"Bbx"	0.00184203752731007	"HiG"	0.00240675886084382	0.928	72.5	119	12	0	0.0235843082197656	112	7.58337884879923e-05	112	29	67
"HiG_14"	"Bccip"	0.00317381669199228	"HiG"	0.0162360151360919	0.921	32	92	3.76002982880534	0	0.0460693520085487	92	0.000148132964657713	92	94	67
"HiG_14"	"Bzw2"	0.00625586487331705	"HiG"	0	0.923	52.5	38	1	0	0.0194821818091362	117.5	6.26436714120136e-05	117	128	67
"HiG_14"	"Cacybp"	0.0029073937293753	"HiG"	0.00221338070889334	0.927	70	98	3.90350548267173	0	0.04780431308799	91	0.00015371161764627	91	92	67
"HiG_14"	"Cbx1"	0.00446582365105203	"HiG"	0.049963747447281	0.925	63	67	7.72268526834737	0	0.0940426813997865	60	0.00030238804308613	60	60	67
"HiG_14"	"Ccnd1"	0.00152847127192494	"HiG"	0.0398072521861683	0.928	72.5	123	16	0	0.0297756943881664	106	9.57417825986059e-05	106	16.5	67
"HiG_14"	"Ccnd2"	0.0026372530802225	"HiG"	0.013684894331716	0.92	23.5	104	8	0	0.0667138583611479	76	0.000214514014022984	76	54	67
"HiG_14"	"Cct4"	0.00603379447619811	"HiG"	0.013347132203704	0.92	23.5	48	3.52132283107731	0	0.21032066000604	36	0.00067627221866894	36	99	67
"HiG_14"	"Cct8"	0.00882463725406199	"HiG"	0.0322765100598029	0.92	23.5	18	4.55783793820277	0	0.318827672105781	20	0.00102516936368418	20	87	67
"HiG_14"	"Cd81"	0.00913018116646052	"HiG"	0	0.922	42	17	1	0	0.084071193106568	67	0.000270325379763884	67	128	67
"HiG_14"	"Cdx2"	0.00335445054695156	"HiG"	0.00579995262189101	0.919	15.5	89	2.91365950816275	0	0.0387814089228784	98	0.000124699064060702	98	107	67
"HiG_14"	"Chchd4"	0.00424152858797183	"HiG"	0.0111471034941811	0.918	9	70	3.61671805392185	0	0.0360633065429969	100	0.000115959185025713	100	96	67
"HiG_14"	"Cnn2"	0.00625586487331227	"HiG"	0	0.921	32	43	1	0	0.00405890325089792	129.5	1.30511358549773e-05	130	128	67
"HiG_14"	"Cnn3"	0.00625586487331705	"HiG"	0	0.922	42	38	1	0	0.00405890325089792	129.5	1.30511358549773e-05	129	128	67
"HiG_14"	"Cox17"	0.00368603796100201	"HiG"	0.000457429500073276	0.917	4.5	83	2	0	0.0274844424234353	108	8.83744129370909e-05	108	116	67
"HiG_14"	"Crabp1"	0.00333629207776597	"HiG"	0.00638648480838422	0.929	76	91	12	0	0.0625824334179354	77	0.000201229689446738	77	34.5	67
"HiG_14"	"Dars"	0.00625586487331705	"HiG"	0	0.922	42	38	1	0	0.00801697922751384	125.5	2.57780682556715e-05	125	128	67
"HiG_14"	"Ddx39b"	0.00363883707353708	"HiG"	0.0981226545338939	0.941	118.5	85	25.1762991075172	0	0.115561486997441	51	0.000371580344043218	51	9	67
"HiG_14"	"Ddx5"	0.0180085223017944	"HiG"	0.83856276318421	0.952	131	8	13.683194737033	0	0.811536927158439	6	0.0026094434956863	6	23	67
"HiG_14"	"Dek"	0.00225022819311747	"HiG"	0.00349391431488736	0.929	76	113	12	0	0.0342375604953063	103	0.000110088618955969	103	34.5	67
"HiG_14"	"Dkc1"	0.00388073709600988	"HiG"	0.0451788262396291	0.926	67	80	8.89028745390664	0	0.101985377858498	58	0.000327927259995171	58	49	67
"HiG_14"	"Dnaja1"	0.00474515568494782	"HiG"	0.238083146295105	0.943	121.5	64	14.9684625911829	0	0.191356706594985	40	0.000615294876511205	40	20	67
"HiG_14"	"Dut"	0.00119162331718054	"HiG"	0.0014135189703749	0.919	15.5	129	12	0	0.00827613902219926	124	2.66113794926021e-05	124	34.5	67
"HiG_14"	"Ebna1bp2"	0.00428355609092188	"HiG"	0.0704848294772069	0.939	113	69	20.972127168262	0	0.111895674614459	55	0.000359793165962891	55	12	67
"HiG_14"	"Eef1e1"	0.00625586487331227	"HiG"	0	0.922	42	43	1	0	0.00801697922751384	125.5	2.57780682556715e-05	126	128	67
"HiG_14"	"Eif3m"	0.00509399776951219	"HiG"	0.27200345223672	0.937	99.5	59	12	0	0.209688257247914	37	0.000674238769285896	37	34.5	67
"HiG_14"	"Eif4a1"	0.0067726455291932	"HiG"	0.0537954483735491	0.932	85	32	5.51688926871264	0	0.264881003153621	26	0.000851707405638653	26	80	67
"HiG_14"	"Eif4a3"	0.0107579975400234	"HiG"	0.23687121612699	0.947	126.5	15	7.88981781468319	0	0.465260187486224	13	0.00149601346458593	13	57	67
"HiG_14"	"Fam162a"	0.00565003182713183	"HiG"	0.106130510457608	0.934	91.5	51	6.33218764656297	0	0.226203917038271	33	0.000727343784688975	33	67	67
"HiG_14"	"Fbl"	0.00197086777715615	"HiG"	0.000121609624295233	0.917	4.5	118	2	0	0.0140432716144738	119	4.51552141944494e-05	119	116	67
"HiG_14"	"Fermt2"	0.00239457048585419	"HiG"	0.00331144352670167	0.921	32	109	4.93142163931404	0	0.0525341214302058	85	0.000168920004598733	85	83	67
"HiG_14"	"Fkbp4"	0.00415856895114538	"HiG"	0.0402835303944602	0.933	88.5	74	6.0703339604453	0	0.097851881648201	59	0.000314636275396145	59	69	67
"HiG_14"	"Fn1"	0.00625586487331227	"HiG"	0	0.923	52.5	43	1	0	0.0194821818091362	117.5	6.26436714120136e-05	118	128	67
"HiG_14"	"Gnl3"	0.00416896759811089	"HiG"	0.0319175414683026	0.938	106.5	73	10.7697097582579	0	0.108119232806036	56	0.00034765026625735	56	44	67
"HiG_14"	"Gpc3"	0.00552179331490504	"HiG"	0	0.923	52.5	53	2	0	0.0496521361373353	88	0.000159653170859599	88	116	67
"HiG_14"	"Gtpbp4"	0.00877012720311536	"HiG"	0.0606616171796291	0.938	106.5	19	11.4858492807062	0	0.238437451735354	29	0.000766679909116895	29	42	67
"HiG_14"	"H3f3b"	0.00229431541770905	"HiG"	0.00580742983029597	0.926	67	111	6	0	0.0428360226467129	95	0.000137736407224157	95	71.5	67
"HiG_14"	"Hells"	0.00495849016231878	"HiG"	5.38980178316182e-05	0.923	52.5	61	2	0	0.0487557539438468	89	0.000156770913002723	89	116	67
"HiG_14"	"Hmgb1"	0.00532954958696877	"HiG"	0.156960825611811	0.932	85	57	12.8804306681012	0	0.151271108315774	45	0.000486402277542681	45	26	67
"HiG_14"	"Hmgb2"	0.00523195836574405	"HiG"	0.146244816699521	0.933	88.5	58	11.7435940843308	0	0.164081541399976	43	0.00052759338070732	43	41	67
"HiG_14"	"Hmgb3"	0.00625586487331705	"HiG"	0	0.923	52.5	38	1	0	0.00556457404265083	127.5	1.78925210374625e-05	127	128	67
"HiG_14"	"Hnrnpk"	0.0515276314767111	"HiG"	0.675014291801376	0.937	99.5	1	4.53357061775032	0	1.78346352917666	1	0.00573460941857448	1	88	67
"HiG_14"	"Hprt"	0.00311936693462696	"HiG"	0.000328393228984357	0.919	15.5	94	2	0	0.0343287090028302	102	0.00011038170097373	102	116	67
"HiG_14"	"Hsp90aa1"	0.0136047240340778	"HiG"	0.525413594892308	0.94	116.5	12	8.98104899595423	0	0.62543647730007	8	0.00201104976623817	8	48	67
"HiG_14"	"Hsp90ab1"	0.0113678498723395	"HiG"	0.3917820021839	0.937	99.5	14	7.45901046625399	0	0.526653825791011	10	0.00169342066170743	10	63	67
"HiG_14"	"Hspa5"	0.0254791110057769	"HiG"	1	0.944	124	4	8.58756910223218	0	1.23340383900347	3	0.00396592874277643	3	50	67
"HiG_14"	"Hspa8"	0.0366995124759595	"HiG"	0.895416507916483	0.937	99.5	2	5.98176598358632	0	1.57406162113687	2	0.00506129138629219	2	75	67
"HiG_14"	"Hspd1"	0.00585509784999873	"HiG"	0.160568440464622	0.947	126.5	49	25.0677826343536	0	0.19981363780646	38	0.000642487581371254	38	10	67
"HiG_14"	"Hspe1"	0.00334720303361919	"HiG"	0.0495304337558517	0.935	94.5	90	4.88496667523322	0	0.114491884004183	52	0.000368141106122774	52	85	67
"HiG_14"	"Id1"	0.008464239276744	"HiG"	0.149325636961003	0.938	106.5	24	7.74235299744233	0	0.292114759830018	23	0.000939275755080444	23	59	67
"HiG_14"	"Idh3a"	0.00117392673218381	"HiG"	0.000501949334581779	0.922	42	130	7	0	0.00835929830054575	123	2.68787726705651e-05	123	65	67
"HiG_14"	"Ifitm2"	0.00411562013857602	"HiG"	0	0.923	52.5	76	2	0	0.0344190569692326	101	0.000110672208904285	101	116	67
"HiG_14"	"Ilf2"	0.00819526391491374	"HiG"	0.285541736548739	0.951	130	27	12.7389655010463	0	0.356716967893806	17	0.00114699989676465	17	27	67
"HiG_14"	"Imp3"	0.00338124987079077	"HiG"	0.00736065312807574	0.933	88.5	88	4.89001955217339	0	0.0798399153027665	69	0.000256719984896355	69	84	67
"HiG_14"	"Impdh2"	0.00317021106519247	"HiG"	0.146083163102155	0.933	88.5	93	12	0	0.112615937894402	53	0.000362109125062387	53	34.5	67
"HiG_14"	"Krt18"	0.00612352996023969	"HiG"	0.00297324639508285	0.918	9	47	2	0	0.257987779073668	27	0.00082954269798607	27	116	67
"HiG_14"	"Krt8"	0.0062983175061966	"HiG"	0.00771892039483965	0.919	15.5	35	1.18875590095901	0	0.266367519254174	25	0.000856487200174193	25	122	67
"HiG_14"	"Ldha"	0.00151459888010652	"HiG"	0.00521607601038102	0.918	9	125	8	0	0.0233956076989678	113	7.52270344018258e-05	113	54	67
