geneSet	motif	NES	AUC	TF_highConf	TF_lowConf	nEnrGenes	rankAtMax	enrichedGenes
16	transfac_pro__M12697	3.99	0.141	ZNF142 (directAnnotation). 		68	4317	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DIP2C;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;GRK5;IRS2;KDM4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZNF516;ZNF521;ZNF536
16	tfdimers__MD00569	3.95	0.141	SP1; SP2; SP3; SP4; ZBTB14 (directAnnotation). 	BACH1; BACH2; CHURC1; EGR1; EP300; GABPB1; IKZF1; KLF10; KLF13; KLF15; KLF16; KLF3; KLF4; KLF6; KLF9; MAF; MAFB; MAFF; MAFG; MAFK; MAZ; MTF1; MZF1; NFE2; NFE2L1; NFE2L2; NFE2L3; OVOL2; PATZ1; PAX4; PURA; RARA; RARB; RARG; RUNX3; RXRA; RXRB; RXRG; SREBF1; SREBF2; THRA; THRB; VEZF1; WT1; ZBTB17; ZBTB7B; ZFP37; ZGPAT; ZNF148; ZNF180; ZNF202; ZNF263; ZNF398; ZNF432; ZNF467; ZNF543; ZNF740 (inferredBy_MotifSimilarity). SP5 (inferredBy_MotifSimilarity_n_Orthology). 	65	4139	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_135.10	3.93	0.14	MBD2; MBD2; MECP2; MECP2 (directAnnotation). 		71	4217	ABTB2;ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CD55;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FDX1;FILIP1L;FMNL2;FNDC3B;GALNT2;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;MTSS1;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PDE8A;PDIA6;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RDX;SEMA6A;SGK1;SGMS1;SH3BP5;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;UVRAG;ZEB2;ZFAND5;ZNF462;ZNF521;ZNF536
16	cisbp__M07938	3.92	0.14	E2F1 (directAnnotation). 		75	4946	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GALNT2;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	kznf__ZBTB14_Schmitges2016_RCADE	3.89	0.139	ZBTB14 (directAnnotation). 		59	3479	ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CHD1;CMIP;CTNNA1;DIP2C;DLG5;DPP10;DUSP16;ENOSF1;EPS15;FARP1;FILIP1L;FMNL2;FNDC3B;FOXK1;GALNT2;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SIK2;SLC16A10;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF516;ZNF521;ZNF536
16	transfac_pro__M08819	3.89	0.139	KLF2 (directAnnotation). 		71	4394	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CD55;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;LARP4B;LDLR;MAN1A1;MAP3K5;MAPK4;MTSS1;MYH9;NAMPT;NFX1;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_133.2	3.87	0.139	CPSF4; CPSF4; E2F4; FOXO3; KLF13; KLF15; KLF17; KLF5; MAZ; MAZ; MAZ; MZF1; PATZ1; PATZ1; PATZ1; PATZ1; PLAG1; PRDM9; SP4; VEZF1; WT1; ZBTB17; ZBTB7A; ZBTB7A; ZBTB7B; ZNF148; ZNF148; ZNF148; ZNF148; ZNF180; ZNF180; ZNF202; ZNF219; ZNF219; ZNF263; ZNF263; ZNF28; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF383; ZNF398; ZNF398; ZNF444; ZNF444; ZNF467; ZNF543; ZNF543; ZNF641; ZNF692; ZNF737; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF880; ZNF880 (directAnnotation). MAZ; PLAG1; PLAGL1; SP1; SP5; SP5; ZBTB17; ZNF281; ZNF281; ZNF281; ZNF641; ZNF740; ZNF740; ZNF740; ZNF740 (inferredBy_Orthology). 	CHD1; CHURC1; CHURC1; CHURC1; CHURC1; CHURC1; CHURC1; CHURC1; CHURC1; CHURC1; CPSF4; CPSF4; E2F4; E2F4; E2F4; E2F4; EGR1; EGR1; EGR1; EGR1; EGR1; EGR1; EGR1; EGR1; EGR1; EGR1; EGR1; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EGR2; EP300; EP300; EP300; EP300; EP300; EP300; GTF2F1; GTF2F1; GTF2F1; GTF2F1; GTF2F1; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; IKZF3; KLF1; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF12; KLF12; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF16; KLF16; KLF16; KLF16; KLF16; KLF16; KLF16; KLF3; KLF3; KLF4; KLF4; KLF4; KLF4; KLF4; KLF4; KLF4; KLF4; KLF4; KLF4; KLF5; KLF6; KLF6; KLF6; KLF6; KLF6; KLF6; KLF6; KLF6; KLF6; KLF6; KLF8; KLF8; KLF8; KLF8; KLF8; KLF8; KLF8; KLF8; KLF8; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MAZ; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MTF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; MZF1; NFXL1; NFXL1; NFXL1; OVOL2; OVOL2; OVOL2; OVOL2; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PAX4; PAX4; PAX4; PAX4; PAX4; PAX4; PAX4; PAX4; PAX4; PAX4; PAX4; PAX4; PLAG1; PURA; PURA; PURA; PURA; PURA; PURA; PURA; PURA; PURA; PURA; PURA; PURA; RARA; RARA; RARA; RARA; RARA; RARB; RARB; RARB; RARB; RARB; RARG; RARG; RARG; RARG; RARG; RXRA; RXRA; RXRA; RXRA; RXRA; RXRB; RXRB; RXRB; RXRB; RXRB; RXRG; RXRG; RXRG; RXRG; RXRG; SIN3A; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP5; SP5; SP5; SP5; SREBF1; SREBF1; SREBF1; SREBF1; SREBF1; SREBF1; SREBF1; SREBF1; SREBF1; SREBF1; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; SREBF2; TBX15; TBX15; TBX15; TBX15; TBX15; TBX15; TBX15; TBX15; TBX15; TCF7L1; THRA; THRA; THRA; THRA; THRA; THRB; THRB; THRB; THRB; THRB; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; VEZF1; WRNIP1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZBTB7B; ZFHX2; ZFHX2; ZFP37; ZFP37; ZFP37; ZFP37; ZFP37; ZGPAT; ZGPAT; ZGPAT; ZGPAT; ZGPAT; ZGPAT; ZGPAT; ZGPAT; ZGPAT; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF148; ZNF180; ZNF180; ZNF180; ZNF180; ZNF180; ZNF180; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF202; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF263; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF281; ZNF300; ZNF300; ZNF300; ZNF300; ZNF300; ZNF304; ZNF341; ZNF341; ZNF341; ZNF341; ZNF341; ZNF354C; ZNF354C; ZNF354C; ZNF354C; ZNF354C; ZNF354C; ZNF354C; ZNF354C; ZNF354C; ZNF354C; ZNF383; ZNF383; ZNF383; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF398; ZNF432; ZNF432; ZNF432; ZNF432; ZNF432; ZNF432; ZNF432; ZNF432; ZNF432; ZNF432; ZNF432; ZNF444; ZNF444; ZNF444; ZNF444; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF467; ZNF496; ZNF496; ZNF529; ZNF529; ZNF543; ZNF543; ZNF543; ZNF543; ZNF543; ZNF543; ZNF543; ZNF543; ZNF615; ZNF615; ZNF615; ZNF615; ZNF692; ZNF737; ZNF737; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF740; ZNF846; ZNF880; ZNF880; ZNF880; ZNF880 (inferredBy_MotifSimilarity). BCL6; BCL6; BCL6; BCL6; E2F3; EGR2; EGR2; EGR2; MAZ; MAZ; MAZ; MAZ; MAZ; PLAGL1; PLAGL1; RELA; RELA; RELA; RELA; RELA; RELA; RELA; RELA; SP1; SP1; SP1; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZBTB17; ZNF281 (inferredBy_MotifSimilarity_n_Orthology). 	73	4887	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRAMD1B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCEAL9;TCF7L2;TGFBR3;TLE1;TNXB;TRIM24;VEGFA;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M01303	3.86	0.138	SP1 (directAnnotation). 	SP3 (inferredBy_MotifSimilarity). 	66	4139	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MYH9;NAMPT;NFX1;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	dbtfbs__ZBTB8A_HEK293_ENCSR481FEC_merged_N1	3.85	0.138	ZBTB8A (directAnnotation). 		75	4967	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOSL2;GALNT2;IRS2;ITPR1;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PDIA6;PGAP1;PHF10;PLBD2;PLCG2;POR;PRKAR2B;PRKG1;RANBP2;RBBP7;RDX;RNF187;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;SOGA1;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M04817	3.84	0.138	ZBTB33 (directAnnotation). 		65	3784	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;MYH9;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF516;ZNF521;ZNF536
16	kznf__ZNF846_Imbeault2017_RP_ChIP-seq	3.84	0.138	ZNF846 (directAnnotation). 	SP1 (inferredBy_MotifSimilarity_n_Orthology). 	53	3012	ADAMTS9;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CREM;CTNNA1;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PAPSS2;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521
16	metacluster_3.4	3.83	0.138	SP1; SP2; SP2; SP3 (directAnnotation). 	CHURC1; E2F4; E2F4; E2F4; EGR1; EGR1; KLF1; KLF1; KLF10; KLF10; KLF10; KLF10; KLF10; KLF12; KLF12; KLF13; KLF13; KLF13; KLF14; KLF14; KLF14; KLF15; KLF15; KLF15; KLF3; KLF3; KLF3; KLF4; KLF4; KLF5; KLF5; KLF6; KLF6; KLF7; KLF9; KLF9; MAZ; MAZ; MAZ; MTF1; MTF1; MZF1; MZF1; OVOL2; PATZ1; PATZ1; PATZ1; PURA; PURA; SMAD3; SP1; SP1; SP1; SP1; SP2; SP2; SP2; SP3; SP3; SP3; SP3; SP4; SP4; SP4; SP4; SP4; SP5; SP5; SP5; SREBF1; SREBF1; VEZF1; VEZF1; WT1; WT1; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB17; ZBTB7B; ZGPAT; ZGPAT; ZNF148; ZNF148; ZNF148; ZNF180; ZNF202; ZNF202; ZNF281; ZNF740; ZXDC (inferredBy_MotifSimilarity). EGR2; MAZ; SP5; ZBTB17; ZBTB17; ZBTB17 (inferredBy_MotifSimilarity_n_Orthology). 	63	4139	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;HNRNPC;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521
16	transfac_pro__M01837	3.82	0.138	KLF11 (directAnnotation). 		62	3889	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MYH9;NAMPT;NFX1;NHS;PACSIN2;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_144.5	3.8	0.137	ZNF610; ZNF610; ZNF610 (directAnnotation). 		64	4139	ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMSS1;COBLL1;CREM;DHCR24;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FILIP1L;FMNL2;FNDC3B;GALNT2;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PDE8A;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZNF462;ZNF521;ZNF536
16	transfac_pro__M07436	3.77	0.136	WT1 (directAnnotation). 		52	2658	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DPP10;DST;DUSP16;EPS15;FARP1;FNDC3B;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MYH9;NAMPT;NHS;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_3.14	3.74	0.136	WT1; WT1 (directAnnotation). 	EGR1; EGR1; EGR2; KLF10; KLF10; KLF14; KLF14; SP1; SP2; SP3; SP4 (inferredBy_MotifSimilarity). EGR2 (inferredBy_MotifSimilarity_n_Orthology). 	58	2818	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DST;DUSP16;EPS15;FARP1;FMNL2;FNDC3B;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M02089	3.73	0.135	E2F3 (directAnnotation). 		63	3556	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;MYH9;NAMPT;NHS;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M00807	3.67	0.134	EGR1; EGR2; EGR3 (directAnnotation). 		56	2807	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CREM;CTNNA1;DPP10;DUSP16;EPS15;FARP1;FMNL2;FNDC3B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
