signature	gene	PageRank	BetweennessCentrality	is_CHD	is_TF
HiG_cardiac.a	UBB	0.00443037519375389	529	FALSE	FALSE
HiG_cardiac.a	UBE2D1	0.00147436717984717	3	FALSE	FALSE
HiG_cardiac.a	UBE2R2	0.0011693277892038	0	FALSE	FALSE
HiG_cardiac.a	UBQLN2	0.0055364695577134	809	FALSE	FALSE
HiG_cardiac.a	UGDH	0.00114328425949079	22	TRUE	FALSE
HiG_cardiac.a	VGLL4	0.000838089669444992	0	FALSE	FALSE
HiG_cardiac.a	VIM	0.0117060040048395	8051	FALSE	FALSE
HiG_cardiac.a	WFDC2	0.000980733470917275	0	FALSE	FALSE
HiG_cardiac.a	WLS	0.00230006224786118	209	FALSE	FALSE
HiG_cardiac.a	WNT2	0.00106518941226894	4	FALSE	FALSE
HiG_cardiac.a	XBP1	0.000670500926507809	0	FALSE	FALSE
HiG_cardiac.a	YWHAQ	0.0104766899342885	4243	FALSE	FALSE
HiG_cardiac.a	ZCCHC3	0.000846415094949851	0	FALSE	FALSE
HiGCTS_cardiac.a	ANXA2	0.114285714285714	0	FALSE	FALSE
HiGCTS_cardiac.a	ARL4C	0.114285714285714	0	FALSE	FALSE
HiGCTS_cardiac.a	GATA4	0.219305019305019	3	TRUE	FALSE
HiGCTS_cardiac.a	GATA6	0.108955067272467	0	TRUE	FALSE
HiGCTS_cardiac.a	MEF2C	0.11083931106033	0	TRUE	FALSE
HiGCTS_cardiac.a	MSX2	0.114285714285714	0	TRUE	FALSE
HiGCTS_cardiac.a	PODXL	0.114285714285714	0	FALSE	FALSE
HiGCTS_cardiac.a	TWIST1	0.0180434595050408	0	TRUE	FALSE
